,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Sales
279165,561242,22727,ALARM CLOCK BAKELIKE RED ,12,7/26/2011 11:05,3.75,16258.0,United Kingdom,45.0
279166,561242,22729,ALARM CLOCK BAKELIKE ORANGE,12,7/26/2011 11:05,3.75,16258.0,United Kingdom,45.0
279167,561242,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,7/26/2011 11:05,3.75,16258.0,United Kingdom,45.0
279168,561242,22728,ALARM CLOCK BAKELIKE PINK,12,7/26/2011 11:05,3.75,16258.0,United Kingdom,45.0
279169,561242,22730,ALARM CLOCK BAKELIKE IVORY,12,7/26/2011 11:05,3.75,16258.0,United Kingdom,45.0
279170,561242,22726,ALARM CLOCK BAKELIKE GREEN,12,7/26/2011 11:05,3.75,16258.0,United Kingdom,45.0
279171,561242,22193,RED DINER WALL CLOCK,2,7/26/2011 11:05,8.5,16258.0,United Kingdom,17.0
279189,561245,84660c,PINK STITCHED WALL CLOCK,1,7/26/2011 11:27,7.46,,United Kingdom,7.46
279297,561258,22191,IVORY DINER WALL CLOCK,2,7/26/2011 12:03,8.5,15513.0,United Kingdom,17.0
279298,561258,22726,ALARM CLOCK BAKELIKE GREEN,4,7/26/2011 12:03,3.75,15513.0,United Kingdom,15.0
279299,561258,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/26/2011 12:03,3.75,15513.0,United Kingdom,15.0
279300,561258,22730,ALARM CLOCK BAKELIKE IVORY,4,7/26/2011 12:03,3.75,15513.0,United Kingdom,15.0
279444,561322,81952B,ROUND BLUE CLOCK WITH SUCKER,18,7/26/2011 13:03,0.19,15203.0,United Kingdom,3.42
279445,561322,81952V,ROUND PURPLE CLOCK WITH SUCKER,20,7/26/2011 13:03,0.19,15203.0,United Kingdom,3.8
279459,561324,22461,SAVOY ART DECO CLOCK,6,7/26/2011 13:45,3.95,14414.0,United Kingdom,23.700000000000003
279464,561324,84660C,PINK STITCHED WALL CLOCK,20,7/26/2011 13:45,0.79,14414.0,United Kingdom,15.8
279814,561367,22726,ALARM CLOCK BAKELIKE GREEN,1,7/26/2011 15:46,8.29,,United Kingdom,8.29
279815,561367,22728,ALARM CLOCK BAKELIKE PINK,1,7/26/2011 15:46,8.29,,United Kingdom,8.29
279816,561367,22730,ALARM CLOCK BAKELIKE IVORY,1,7/26/2011 15:46,8.29,,United Kingdom,8.29
279913,561369,22730,ALARM CLOCK BAKELIKE IVORY,1,7/26/2011 16:22,7.46,,United Kingdom,7.46
279946,561369,23341,PINK DINER WALL CLOCK,1,7/26/2011 16:22,16.63,,United Kingdom,16.63
279965,561369,84659A,WHITE TRAVEL ALARM CLOCK,1,7/26/2011 16:22,2.46,,United Kingdom,2.46
280017,561371,22728,ALARM CLOCK BAKELIKE PINK,1,7/26/2011 16:25,7.46,,United Kingdom,7.46
280069,561371,84659A,WHITE TRAVEL ALARM CLOCK,1,7/26/2011 16:25,2.46,,United Kingdom,2.46
280070,561371,84661B,BLACK SQUARE TABLE CLOCK,1,7/26/2011 16:25,4.96,,United Kingdom,4.96
280071,561371,84661C,PINK SQUARE TABLE CLOCK,1,7/26/2011 16:25,4.96,,United Kingdom,4.96
280186,561382,22730,ALARM CLOCK BAKELIKE IVORY,1,7/26/2011 17:27,3.75,16750.0,United Kingdom,3.75
280187,561382,22726,ALARM CLOCK BAKELIKE GREEN,1,7/26/2011 17:27,3.75,16750.0,United Kingdom,3.75
280188,561382,22729,ALARM CLOCK BAKELIKE ORANGE,1,7/26/2011 17:27,3.75,16750.0,United Kingdom,3.75
280371,561396,22192,BLUE DINER WALL CLOCK,2,7/27/2011 10:40,8.5,13458.0,United Kingdom,17.0
280372,561396,22193,RED DINER WALL CLOCK,2,7/27/2011 10:40,8.5,13458.0,United Kingdom,17.0
280865,561507,22727,ALARM CLOCK BAKELIKE RED ,4,7/27/2011 14:21,3.75,12397.0,Belgium,15.0
280866,561507,22726,ALARM CLOCK BAKELIKE GREEN,4,7/27/2011 14:21,3.75,12397.0,Belgium,15.0
281112,561513,22727,ALARM CLOCK BAKELIKE RED ,1,7/27/2011 15:12,7.46,,United Kingdom,7.46
281245,561515,22726,ALARM CLOCK BAKELIKE GREEN,2,7/27/2011 15:16,7.46,,United Kingdom,14.92
281246,561515,22727,ALARM CLOCK BAKELIKE RED ,1,7/27/2011 15:16,7.46,,United Kingdom,7.46
281247,561515,22728,ALARM CLOCK BAKELIKE PINK,1,7/27/2011 15:16,7.46,,United Kingdom,7.46
281269,561515,23178,JAM CLOCK MAGNET,1,7/27/2011 15:16,5.79,,United Kingdom,5.79
281501,561533,22729,ALARM CLOCK BAKELIKE ORANGE,24,7/28/2011 9:32,3.75,16672.0,United Kingdom,90.0
281502,561533,22726,ALARM CLOCK BAKELIKE GREEN,36,7/28/2011 9:32,3.75,16672.0,United Kingdom,135.0
281503,561533,22725,ALARM CLOCK BAKELIKE CHOCOLATE,24,7/28/2011 9:32,3.75,16672.0,United Kingdom,90.0
281566,561537,23342,MINT DINER WALL CLOCK,2,7/28/2011 9:58,8.5,13870.0,United Kingdom,17.0
281567,561537,22192,BLUE DINER WALL CLOCK,2,7/28/2011 9:58,8.5,13870.0,United Kingdom,17.0
281568,561537,22191,IVORY DINER WALL CLOCK,2,7/28/2011 9:58,8.5,13870.0,United Kingdom,17.0
281821,561601,23178,JAM CLOCK MAGNET,6,7/28/2011 11:35,2.89,18151.0,United Kingdom,17.34
281827,561601,22730,ALARM CLOCK BAKELIKE IVORY,4,7/28/2011 11:35,3.75,18151.0,United Kingdom,15.0
281934,561614,23317,BLUE REFECTORY CLOCK ,2,7/28/2011 12:50,9.95,13871.0,United Kingdom,19.9
281935,561614,23316,RED REFECTORY CLOCK ,2,7/28/2011 12:50,9.95,13871.0,United Kingdom,19.9
281936,561614,23315,IVORY REFECTORY CLOCK,2,7/28/2011 12:50,9.95,13871.0,United Kingdom,19.9
281963,561614,23342,MINT DINER WALL CLOCK,2,7/28/2011 12:50,8.5,13871.0,United Kingdom,17.0
281964,561614,22192,BLUE DINER WALL CLOCK,2,7/28/2011 12:50,8.5,13871.0,United Kingdom,17.0
281965,561614,22191,IVORY DINER WALL CLOCK,2,7/28/2011 12:50,8.5,13871.0,United Kingdom,17.0
282206,561631,22192,BLUE DINER WALL CLOCK,2,7/28/2011 14:27,8.5,14911.0,EIRE,17.0
282207,561631,23342,MINT DINER WALL CLOCK,2,7/28/2011 14:27,8.5,14911.0,EIRE,17.0
282208,561631,22191,IVORY DINER WALL CLOCK,2,7/28/2011 14:27,8.5,14911.0,EIRE,17.0
282235,561632,23316,RED REFECTORY CLOCK ,4,7/28/2011 14:30,9.95,15639.0,United Kingdom,39.8
282236,561632,23315,IVORY REFECTORY CLOCK,4,7/28/2011 14:30,9.95,15639.0,United Kingdom,39.8
282237,561632,23342,MINT DINER WALL CLOCK,4,7/28/2011 14:30,8.5,15639.0,United Kingdom,34.0
282238,561632,22191,IVORY DINER WALL CLOCK,4,7/28/2011 14:30,8.5,15639.0,United Kingdom,34.0
282239,561632,23341,PINK DINER WALL CLOCK,4,7/28/2011 14:30,8.5,15639.0,United Kingdom,34.0
282256,561632,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,7/28/2011 14:30,3.75,15639.0,United Kingdom,15.0
282257,561632,22728,ALARM CLOCK BAKELIKE PINK,4,7/28/2011 14:30,3.75,15639.0,United Kingdom,15.0
282258,561632,22726,ALARM CLOCK BAKELIKE GREEN,4,7/28/2011 14:30,3.75,15639.0,United Kingdom,15.0
282259,561632,22727,ALARM CLOCK BAKELIKE RED ,4,7/28/2011 14:30,3.75,15639.0,United Kingdom,15.0
282271,561634,22726,ALARM CLOCK BAKELIKE GREEN,4,7/28/2011 14:34,3.75,16912.0,United Kingdom,15.0
282619,561651,23317,BLUE REFECTORY CLOCK ,1,7/28/2011 15:36,19.96,,United Kingdom,19.96
282622,561651,23341,PINK DINER WALL CLOCK,1,7/28/2011 15:36,16.63,,United Kingdom,16.63
282678,561653,84660B,BLACK STITCHED WALL CLOCK,20,7/28/2011 15:55,0.79,14002.0,United Kingdom,15.8
282679,561653,84660C,PINK STITCHED WALL CLOCK,20,7/28/2011 15:55,0.79,14002.0,United Kingdom,15.8
282684,561653,81952V,ROUND PURPLE CLOCK WITH SUCKER,10,7/28/2011 15:55,0.19,14002.0,United Kingdom,1.9
282767,561658,22727,ALARM CLOCK BAKELIKE RED ,1,7/28/2011 16:06,3.75,12743.0,Unspecified,3.75
282896,561667,22728,ALARM CLOCK BAKELIKE PINK,4,7/28/2011 17:00,3.75,,EIRE,15.0
283105,561692,22191,IVORY DINER WALL CLOCK,2,7/29/2011 9:48,8.5,14143.0,United Kingdom,17.0
283106,561692,23342,MINT DINER WALL CLOCK,2,7/29/2011 9:48,8.5,14143.0,United Kingdom,17.0
283111,561692,22192,BLUE DINER WALL CLOCK,2,7/29/2011 9:48,8.5,14143.0,United Kingdom,17.0
283137,561694,22727,ALARM CLOCK BAKELIKE RED ,4,7/29/2011 9:57,3.75,16147.0,United Kingdom,15.0
283153,561694,22193,RED DINER WALL CLOCK,2,7/29/2011 9:57,8.5,16147.0,United Kingdom,17.0
283286,561706,22726,ALARM CLOCK BAKELIKE GREEN,8,7/29/2011 11:25,3.75,14735.0,United Kingdom,30.0
283287,561706,22727,ALARM CLOCK BAKELIKE RED ,4,7/29/2011 11:25,3.75,14735.0,United Kingdom,15.0
283288,561706,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/29/2011 11:25,3.75,14735.0,United Kingdom,15.0
283289,561706,22728,ALARM CLOCK BAKELIKE PINK,4,7/29/2011 11:25,3.75,14735.0,United Kingdom,15.0
283290,561706,22730,ALARM CLOCK BAKELIKE IVORY,4,7/29/2011 11:25,3.75,14735.0,United Kingdom,15.0
283291,561706,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,7/29/2011 11:25,3.75,14735.0,United Kingdom,15.0
283564,561774,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/29/2011 12:41,3.75,16729.0,United Kingdom,15.0
283565,561774,22726,ALARM CLOCK BAKELIKE GREEN,4,7/29/2011 12:41,3.75,16729.0,United Kingdom,15.0
283567,561774,22727,ALARM CLOCK BAKELIKE RED ,2,7/29/2011 12:41,3.75,16729.0,United Kingdom,7.5
283720,561798,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,7/29/2011 13:39,3.75,14911.0,EIRE,15.0
283721,561798,22728,ALARM CLOCK BAKELIKE PINK,4,7/29/2011 13:39,3.75,14911.0,EIRE,15.0
283722,561798,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/29/2011 13:39,3.75,14911.0,EIRE,15.0
283723,561798,22727,ALARM CLOCK BAKELIKE RED ,4,7/29/2011 13:39,3.75,14911.0,EIRE,15.0
283800,561804,22461,SAVOY ART DECO CLOCK,6,7/29/2011 14:40,3.95,14191.0,United Kingdom,23.700000000000003
284451,561873,23181,BULL DOG BOTTLE TOP WALL CLOCK,1,7/31/2011 11:48,8.25,13316.0,United Kingdom,8.25
284493,561874,84706F,RED PEONY TABLE CLOCK,1,7/31/2011 12:02,2.95,16255.0,United Kingdom,2.95
284604,561879,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/31/2011 12:43,3.75,13722.0,United Kingdom,15.0
284605,561879,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,7/31/2011 12:43,3.75,13722.0,United Kingdom,15.0
284606,561879,22730,ALARM CLOCK BAKELIKE IVORY,4,7/31/2011 12:43,3.75,13722.0,United Kingdom,15.0
284607,561879,22728,ALARM CLOCK BAKELIKE PINK,4,7/31/2011 12:43,3.75,13722.0,United Kingdom,15.0
284608,561879,22726,ALARM CLOCK BAKELIKE GREEN,4,7/31/2011 12:43,3.75,13722.0,United Kingdom,15.0
284687,561883,23178,JAM CLOCK MAGNET,6,7/31/2011 12:52,2.89,13388.0,United Kingdom,17.34
284798,561887,81952V,ROUND PURPLE CLOCK WITH SUCKER,10,7/31/2011 13:33,0.19,14414.0,United Kingdom,1.9
284835,561889,22726,ALARM CLOCK BAKELIKE GREEN,4,7/31/2011 13:37,3.75,15804.0,United Kingdom,15.0
284836,561889,22729,ALARM CLOCK BAKELIKE ORANGE,4,7/31/2011 13:37,3.75,15804.0,United Kingdom,15.0
285003,561894,22729,ALARM CLOCK BAKELIKE ORANGE,1,7/31/2011 15:00,3.75,14456.0,United Kingdom,3.75
285116,561894,22730,ALARM CLOCK BAKELIKE IVORY,1,7/31/2011 15:00,3.75,14456.0,United Kingdom,3.75
285320,561900,23179,CLOCK MAGNET MUM'S KITCHEN,6,7/31/2011 15:31,2.89,16655.0,United Kingdom,17.34
285333,561900,22727,ALARM CLOCK BAKELIKE RED ,3,7/31/2011 15:31,3.75,16655.0,United Kingdom,11.25
285334,561900,22729,ALARM CLOCK BAKELIKE ORANGE,3,7/31/2011 15:31,3.75,16655.0,United Kingdom,11.25
285335,561900,22726,ALARM CLOCK BAKELIKE GREEN,3,7/31/2011 15:31,3.75,16655.0,United Kingdom,11.25
285336,561900,22725,ALARM CLOCK BAKELIKE CHOCOLATE,3,7/31/2011 15:31,3.75,16655.0,United Kingdom,11.25
285337,561900,22730,ALARM CLOCK BAKELIKE IVORY,3,7/31/2011 15:31,3.75,16655.0,United Kingdom,11.25
285338,561900,81950B,FLOWER BLUE CLOCK WITH SUCKER,1,7/31/2011 15:31,0.29,16655.0,United Kingdom,0.29
285345,561900,81950B,FLOWER BLUE CLOCK WITH SUCKER,5,7/31/2011 15:31,0.29,16655.0,United Kingdom,1.45
286200,562024,22728,ALARM CLOCK BAKELIKE PINK,1,8/1/2011 16:07,7.46,,United Kingdom,7.46
286510,562031,23181,BULL DOG BOTTLE TOP WALL CLOCK,2,8/1/2011 17:37,8.25,16984.0,United Kingdom,16.5
286630,562032,22727,ALARM CLOCK BAKELIKE RED ,8,8/2/2011 8:48,3.75,12347.0,Iceland,30.0
286642,562032,23316,RED REFECTORY CLOCK ,12,8/2/2011 8:48,8.15,12347.0,Iceland,97.80000000000001
286672,562034,22727,ALARM CLOCK BAKELIKE RED ,8,8/2/2011 9:14,3.75,12449.0,Belgium,30.0
286673,562034,22726,ALARM CLOCK BAKELIKE GREEN,8,8/2/2011 9:14,3.75,12449.0,Belgium,30.0
286674,562034,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/2/2011 9:14,3.75,12449.0,Belgium,15.0
286675,562034,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,8/2/2011 9:14,3.75,12449.0,Belgium,15.0
286676,562034,84659A,WHITE TRAVEL ALARM CLOCK,6,8/2/2011 9:14,2.55,12449.0,Belgium,15.299999999999999
286677,562034,22192,BLUE DINER WALL CLOCK,2,8/2/2011 9:14,8.5,12449.0,Belgium,17.0
286678,562034,22193,RED DINER WALL CLOCK,2,8/2/2011 9:14,8.5,12449.0,Belgium,17.0
286679,562034,22191,IVORY DINER WALL CLOCK,2,8/2/2011 9:14,8.5,12449.0,Belgium,17.0
286680,562034,23342,MINT DINER WALL CLOCK,2,8/2/2011 9:14,8.5,12449.0,Belgium,17.0
286907,562046,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/2/2011 10:34,3.75,12378.0,Switzerland,15.0
287038,562046,22728,ALARM CLOCK BAKELIKE PINK,4,8/2/2011 10:34,3.75,12378.0,Switzerland,15.0
287039,562046,22726,ALARM CLOCK BAKELIKE GREEN,4,8/2/2011 10:34,3.75,12378.0,Switzerland,15.0
287040,562046,23316,RED REFECTORY CLOCK ,2,8/2/2011 10:34,9.95,12378.0,Switzerland,19.9
287041,562046,23317,BLUE REFECTORY CLOCK ,2,8/2/2011 10:34,9.95,12378.0,Switzerland,19.9
287074,562047,22193,RED DINER WALL CLOCK,1,8/2/2011 10:38,8.5,17788.0,United Kingdom,8.5
287280,562100,23178,JAM CLOCK MAGNET,6,8/2/2011 14:00,2.89,13437.0,United Kingdom,17.34
287346,562101,23178,JAM CLOCK MAGNET,6,8/2/2011 14:04,2.89,13850.0,United Kingdom,17.34
287347,562101,23180,MUM'S KITCHEN CLOCK,4,8/2/2011 14:04,4.95,13850.0,United Kingdom,19.8
287348,562101,23179,CLOCK MAGNET MUM'S KITCHEN,6,8/2/2011 14:04,2.89,13850.0,United Kingdom,17.34
287355,562101,22726,ALARM CLOCK BAKELIKE GREEN,4,8/2/2011 14:04,3.75,13850.0,United Kingdom,15.0
287356,562101,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,8/2/2011 14:04,3.75,13850.0,United Kingdom,15.0
287357,562101,22728,ALARM CLOCK BAKELIKE PINK,4,8/2/2011 14:04,3.75,13850.0,United Kingdom,15.0
287358,562101,22730,ALARM CLOCK BAKELIKE IVORY,4,8/2/2011 14:04,3.75,13850.0,United Kingdom,15.0
287370,562101,23315,IVORY REFECTORY CLOCK,2,8/2/2011 14:04,9.95,13850.0,United Kingdom,19.9
287371,562101,23316,RED REFECTORY CLOCK ,2,8/2/2011 14:04,9.95,13850.0,United Kingdom,19.9
287372,562101,23317,BLUE REFECTORY CLOCK ,2,8/2/2011 14:04,9.95,13850.0,United Kingdom,19.9
287495,562104,22726,ALARM CLOCK BAKELIKE GREEN,1,8/2/2011 14:31,8.29,,United Kingdom,8.29
287496,562104,22727,ALARM CLOCK BAKELIKE RED ,3,8/2/2011 14:31,8.29,,United Kingdom,24.869999999999997
287497,562104,22728,ALARM CLOCK BAKELIKE PINK,1,8/2/2011 14:31,8.29,,United Kingdom,8.29
287498,562104,22729,ALARM CLOCK BAKELIKE ORANGE,2,8/2/2011 14:31,8.29,,United Kingdom,16.58
287518,562105,22725,ALARM CLOCK BAKELIKE CHOCOLATE,4,8/2/2011 14:50,3.75,15271.0,United Kingdom,15.0
287855,562114,22727,ALARM CLOCK BAKELIKE RED ,1,8/2/2011 16:14,7.46,,United Kingdom,7.46
287856,562114,22728,ALARM CLOCK BAKELIKE PINK,1,8/2/2011 16:14,7.46,,United Kingdom,7.46
287960,562120,22726,ALARM CLOCK BAKELIKE GREEN,8,8/2/2011 17:04,3.75,13756.0,United Kingdom,30.0
287961,562120,22729,ALARM CLOCK BAKELIKE ORANGE,8,8/2/2011 17:04,3.75,13756.0,United Kingdom,30.0
287962,562120,22728,ALARM CLOCK BAKELIKE PINK,8,8/2/2011 17:04,3.75,13756.0,United Kingdom,30.0
287993,562127,22461,SAVOY ART DECO CLOCK,6,8/3/2011 8:21,3.95,13717.0,United Kingdom,23.700000000000003
288000,562127,84660A,WHITE STITCHED WALL CLOCK,20,8/3/2011 8:21,0.79,13717.0,United Kingdom,15.8
288081,562130,22728,ALARM CLOCK BAKELIKE PINK,4,8/3/2011 9:13,3.75,12750.0,Poland,15.0
288092,562130,22726,ALARM CLOCK BAKELIKE GREEN,4,8/3/2011 9:13,3.75,12750.0,Poland,15.0
288151,562133,23315,IVORY REFECTORY CLOCK,1,8/3/2011 9:47,9.95,16419.0,United Kingdom,9.95
288558,562166,22193,RED DINER WALL CLOCK,2,8/3/2011 12:10,8.5,13209.0,United Kingdom,17.0
288621,562200,22730,ALARM CLOCK BAKELIKE IVORY,20,8/3/2011 12:21,3.75,17719.0,United Kingdom,75.0
288632,562200,22192,BLUE DINER WALL CLOCK,2,8/3/2011 12:21,8.5,17719.0,United Kingdom,17.0
288633,562200,22193,RED DINER WALL CLOCK,2,8/3/2011 12:21,8.5,17719.0,United Kingdom,17.0
288634,562200,23341,PINK DINER WALL CLOCK,2,8/3/2011 12:21,8.5,17719.0,United Kingdom,17.0
288635,562200,23342,MINT DINER WALL CLOCK,2,8/3/2011 12:21,8.5,17719.0,United Kingdom,17.0
288636,562200,22725,ALARM CLOCK BAKELIKE CHOCOLATE,12,8/3/2011 12:21,3.75,17719.0,United Kingdom,45.0
288637,562200,22727,ALARM CLOCK BAKELIKE RED ,12,8/3/2011 12:21,3.75,17719.0,United Kingdom,45.0
288638,562200,22728,ALARM CLOCK BAKELIKE PINK,12,8/3/2011 12:21,3.75,17719.0,United Kingdom,45.0
288639,562200,22729,ALARM CLOCK BAKELIKE ORANGE,12,8/3/2011 12:21,3.75,17719.0,United Kingdom,45.0
288640,562200,22726,ALARM CLOCK BAKELIKE GREEN,16,8/3/2011 12:21,3.75,17719.0,United Kingdom,60.0
288864,562211,22461,SAVOY ART DECO CLOCK,6,8/3/2011 13:22,3.95,17429.0,United Kingdom,23.700000000000003
288898,562213,22730,ALARM CLOCK BAKELIKE IVORY,1,8/3/2011 13:39,3.75,13975.0,United Kingdom,3.75
288899,562213,22727,ALARM CLOCK BAKELIKE RED ,1,8/3/2011 13:39,3.75,13975.0,United Kingdom,3.75
288900,562213,22729,ALARM CLOCK BAKELIKE ORANGE,1,8/3/2011 13:39,3.75,13975.0,United Kingdom,3.75
288901,562213,22725,ALARM CLOCK BAKELIKE CHOCOLATE,1,8/3/2011 13:39,3.75,13975.0,United Kingdom,3.75
288902,562213,22728,ALARM CLOCK BAKELIKE PINK,1,8/3/2011 13:39,3.75,13975.0,United Kingdom,3.75
288903,562213,22726,ALARM CLOCK BAKELIKE GREEN,1,8/3/2011 13:39,3.75,13975.0,United Kingdom,3.75
288909,562213,23316,RED REFECTORY CLOCK ,1,8/3/2011 13:39,9.95,13975.0,United Kingdom,9.95
288910,562213,23317,BLUE REFECTORY CLOCK ,1,8/3/2011 13:39,9.95,13975.0,United Kingdom,9.95
288946,562213,23342,MINT DINER WALL CLOCK,1,8/3/2011 13:39,8.5,13975.0,United Kingdom,8.5
288947,562213,23342,MINT DINER WALL CLOCK,1,8/3/2011 13:39,8.5,13975.0,United Kingdom,8.5
289026,562218,22191,IVORY DINER WALL CLOCK,2,8/3/2011 14:07,8.5,13851.0,United Kingdom,17.0
289027,562218,22192,BLUE DINER WALL CLOCK,2,8/3/2011 14:07,8.5,13851.0,United Kingdom,17.0
289028,562218,23342,MINT DINER WALL CLOCK,2,8/3/2011 14:07,8.5,13851.0,United Kingdom,17.0
289115,562220,22727,ALARM CLOCK BAKELIKE RED ,4,8/3/2011 14:19,3.75,15150.0,United Kingdom,15.0
289116,562220,22728,ALARM CLOCK BAKELIKE PINK,4,8/3/2011 14:19,3.75,15150.0,United Kingdom,15.0
289310,562263,22193,RED DINER WALL CLOCK,1,8/3/2011 15:45,8.5,17514.0,United Kingdom,8.5
289542,562271,22728,ALARM CLOCK BAKELIKE PINK,1,8/3/2011 17:05,3.75,16098.0,United Kingdom,3.75
289543,562271,22729,ALARM CLOCK BAKELIKE ORANGE,2,8/3/2011 17:05,3.75,16098.0,United Kingdom,7.5
289544,562271,23315,IVORY REFECTORY CLOCK,1,8/3/2011 17:05,9.95,16098.0,United Kingdom,9.95
289545,562271,23316,RED REFECTORY CLOCK ,1,8/3/2011 17:05,9.95,16098.0,United Kingdom,9.95
289546,562271,22730,ALARM CLOCK BAKELIKE IVORY,4,8/3/2011 17:05,3.75,16098.0,United Kingdom,15.0
289547,562271,22725,ALARM CLOCK BAKELIKE CHOCOLATE,2,8/3/2011 17:05,3.75,16098.0,United Kingdom,7.5
289548,562271,22726,ALARM CLOCK BAKELIKE GREEN,12,8/3/2011 17:05,3.75,16098.0,United Kingdom,45.0
289549,562271,22727,ALARM CLOCK BAKELIKE RED ,6,8/3/2011 17:05,3.75,16098.0,United Kingdom,22.5
289563,562273,22726,ALARM CLOCK BAKELIKE GREEN,4,8/4/2011 9:55,3.75,12502.0,Spain,15.0
289763,562283,22726,ALARM CLOCK BAKELIKE GREEN,4,8/4/2011 10:43,3.75,15249.0,United Kingdom,15.0
289771,562284,84660C,PINK STITCHED WALL CLOCK,40,8/4/2011 10:44,0.79,15133.0,United Kingdom,31.6
289781,562284,22727,ALARM CLOCK BAKELIKE RED ,4,8/4/2011 10:44,3.75,15133.0,United Kingdom,15.0
289968,562345,84660C,PINK STITCHED WALL CLOCK,40,8/4/2011 12:14,0.79,13694.0,United Kingdom,31.6
289969,562345,84660A,WHITE STITCHED WALL CLOCK,40,8/4/2011 12:14,0.79,13694.0,United Kingdom,31.6
289970,562345,84660B,BLACK STITCHED WALL CLOCK,40,8/4/2011 12:14,0.79,13694.0,United Kingdom,31.6
290291,562371,22192,BLUE DINER WALL CLOCK,2,8/4/2011 14:30,8.5,13709.0,United Kingdom,17.0
290437,562377,23178,JAM CLOCK MAGNET,2,8/4/2011 15:04,2.89,14535.0,United Kingdom,5.78
290674,562393,22730,ALARM CLOCK BAKELIKE IVORY,8,8/4/2011 16:17,3.75,18172.0,United Kingdom,30.0
290675,562393,22726,ALARM CLOCK BAKELIKE GREEN,8,8/4/2011 16:17,3.75,18172.0,United Kingdom,30.0
290676,562393,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/4/2011 16:17,3.75,18172.0,United Kingdom,15.0
290677,562393,22727,ALARM CLOCK BAKELIKE RED ,8,8/4/2011 16:17,3.75,18172.0,United Kingdom,30.0
290778,562417,23341,PINK DINER WALL CLOCK,1,8/4/2011 16:32,16.63,,United Kingdom,16.63
290951,562420,22730,ALARM CLOCK BAKELIKE IVORY,1,8/4/2011 16:38,7.46,,United Kingdom,7.46
290971,562420,23179,CLOCK MAGNET MUM'S KITCHEN,1,8/4/2011 16:38,5.79,,United Kingdom,5.79
291014,562420,84659A,WHITE TRAVEL ALARM CLOCK,2,8/4/2011 16:38,2.46,,United Kingdom,4.92
291090,562427,22728,ALARM CLOCK BAKELIKE PINK,1,8/4/2011 17:19,3.75,17267.0,United Kingdom,3.75
291120,562429,22730,ALARM CLOCK BAKELIKE IVORY,12,8/4/2011 17:23,3.75,13767.0,United Kingdom,45.0
291121,562429,22726,ALARM CLOCK BAKELIKE GREEN,12,8/4/2011 17:23,3.75,13767.0,United Kingdom,45.0
291122,562429,22727,ALARM CLOCK BAKELIKE RED ,12,8/4/2011 17:23,3.75,13767.0,United Kingdom,45.0
291123,562429,22728,ALARM CLOCK BAKELIKE PINK,6,8/4/2011 17:23,3.75,13767.0,United Kingdom,22.5
291160,562432,22193,RED DINER WALL CLOCK,4,8/4/2011 17:38,8.5,14004.0,United Kingdom,34.0
291161,562432,22191,IVORY DINER WALL CLOCK,4,8/4/2011 17:38,8.5,14004.0,United Kingdom,34.0
291162,562432,22192,BLUE DINER WALL CLOCK,4,8/4/2011 17:38,8.5,14004.0,United Kingdom,34.0
291177,562433,22193,RED DINER WALL CLOCK,2,8/4/2011 17:40,8.5,17677.0,United Kingdom,17.0
291178,562433,22726,ALARM CLOCK BAKELIKE GREEN,4,8/4/2011 17:40,3.75,17677.0,United Kingdom,15.0
291194,562435,23316,RED REFECTORY CLOCK ,2,8/4/2011 17:51,9.95,12693.0,Germany,19.9
291244,562439,22191,IVORY DINER WALL CLOCK,348,8/4/2011 18:06,7.65,12931.0,United Kingdom,2662.2000000000003
291320,562445,23315,IVORY REFECTORY CLOCK,2,8/4/2011 18:51,9.95,12417.0,Belgium,19.9
291420,562451,22729,ALARM CLOCK BAKELIKE ORANGE,4,8/5/2011 9:25,3.75,15110.0,United Kingdom,15.0
291421,562451,22726,ALARM CLOCK BAKELIKE GREEN,4,8/5/2011 9:25,3.75,15110.0,United Kingdom,15.0
291422,562451,22727,ALARM CLOCK BAKELIKE RED ,4,8/5/2011 9:25,3.75,15110.0,United Kingdom,15.0
291423,562451,22192,BLUE DINER WALL CLOCK,2,8/5/2011 9:25,8.5,15110.0,United Kingdom,17.0
291424,562451,22193,RED DINER WALL CLOCK,4,8/5/2011 9:25,8.5,15110.0,United Kingdom,34.0
291450,562454,23315,IVORY REFECTORY CLOCK,2,8/5/2011 10:31,9.95,15128.0,United Kingdom,19.9
291904,562528,85163A,WHITE BAROQUE WALL CLOCK ,1,8/5/2011 13:52,12.75,12610.0,Italy,12.75
